democratic_aligned_senate_seats,combo_id,democratic_winners,republican_winners,democratic_wins_among_six,open_simulation_count,calibrated_joint_probability,calibrated_probability_given_senate_total,calibrated_probability_senate_total_given_combo,conventionality_score,conventionality_percentile_given_senate_total,route_surprisal_nats,rarity_percentile_given_senate_total
57,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
57,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
57,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
57,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
57,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
57,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
57,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
57,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
57,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
57,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
57,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,0,0,0,0,0.041082,,,
57,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
57,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
57,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
57,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
57,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
57,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,0,0,0,0,0.609598,,,
57,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
57,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,0,0,0,0,0.049731,,,
57,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
57,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
57,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
57,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,0,0,0,0,-0.466215,,,
57,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
57,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,0,0,0,0,0.559868,,,
57,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,0,0,0,0,0.815535,,,
57,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,0,0,0,0,0,,,
58,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,2,0.00113065,1,0.0079281,0,50,0,50
58,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
58,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
58,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
58,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
58,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
58,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
58,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
58,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
58,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
58,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
58,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
58,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
58,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
58,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
58,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
58,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
58,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
58,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
58,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
58,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
58,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
58,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
58,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,0,0,0,0,-0.950269,,,
58,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
58,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
58,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
58,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
58,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
58,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,0,0,0,0,-0.440132,,,
58,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,0,0,0,0,-0.184465,,,
58,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,0,0,0,0,-1,,,
58,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
58,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
58,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
58,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
58,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
58,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
58,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
58,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
58,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
58,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
58,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
58,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
58,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
58,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
58,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
58,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,0,0,0,0,0.041082,,,
58,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
58,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
58,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
58,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
58,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
58,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,0,0,0,0,0.609598,,,
58,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
58,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,0,0,0,0,0.049731,,,
58,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
58,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
58,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
58,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,0,0,0,0,-0.466215,,,
58,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
58,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,0,0,0,0,0.559868,,,
58,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,0,0,0,0,0.815535,,,
58,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,0,0,0,0,0,,,
59,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,4,0.0009561,0.97533883,0.00670419,0,48.767,0.02497,48.767
59,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
59,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
59,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
59,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,1,0.00002417,0.02466117,0.00049586,0.466215,98.767,3.702525,98.767
59,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
59,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
59,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
59,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
59,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
59,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
59,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
59,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
59,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
59,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
59,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
59,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
59,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
59,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
59,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
59,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
59,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
59,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
59,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,0,0,0,0,-0.950269,,,
59,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
59,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
59,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
59,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
59,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
59,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,0,0,0,0,-0.440132,,,
59,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,0,0,0,0,-0.184465,,,
59,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,0,0,0,0,-1,,,
59,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
59,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
59,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
59,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
59,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
59,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
59,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
59,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
59,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
59,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
59,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
59,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
59,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
59,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
59,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
59,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,0,0,0,0,0.041082,,,
59,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
59,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
59,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
59,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
59,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
59,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,0,0,0,0,0.609598,,,
59,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
59,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,0,0,0,0,0.049731,,,
59,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
59,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
59,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
59,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,AK,IA TX OH ME MI,1,0,0,0,0,-0.466215,,,
59,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,ME MI,IA TX OH AK,2,0,0,0,0,1.375402,,,
59,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,ME,IA TX OH AK MI,1,0,0,0,0,0.559868,,,
59,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,MI,IA TX OH AK ME,1,0,0,0,0,0.815535,,,
59,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,,IA TX OH AK ME MI,0,0,0,0,0,0,,,
60,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,IA TX OH AK ME MI,,6,1,0.00060367,1,0.00423296,0,50,0,50
60,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,IA TX OH AK ME,MI,5,0,0,0,0,-0.815535,,,
60,IA-D_TX-D_OH-D_AK-D_ME-R_MI-D,IA TX OH AK MI,ME,5,0,0,0,0,-0.559868,,,
60,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,IA TX OH AK,ME MI,4,0,0,0,0,-1.375402,,,
60,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,IA TX OH ME MI,AK,5,0,0,0,0,0.466215,,,
60,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,IA TX OH ME,AK MI,4,0,0,0,0,-0.34932,,,
60,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,IA TX OH MI,AK ME,4,0,0,0,0,-0.093653,,,
60,IA-D_TX-D_OH-D_AK-R_ME-R_MI-R,IA TX OH,AK ME MI,3,0,0,0,0,-0.909187,,,
60,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,IA TX AK ME MI,OH,5,0,0,0,0,-0.049731,,,
60,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,IA TX AK ME,OH MI,4,0,0,0,0,-0.865265,,,
60,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,IA TX AK MI,OH ME,4,0,0,0,0,-0.609598,,,
60,IA-D_TX-D_OH-R_AK-D_ME-R_MI-R,IA TX AK,OH ME MI,3,0,0,0,0,-1.425133,,,
60,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,IA TX ME MI,OH AK,4,0,0,0,0,0.416484,,,
60,IA-D_TX-D_OH-R_AK-R_ME-D_MI-R,IA TX ME,OH AK MI,3,0,0,0,0,-0.39905,,,
60,IA-D_TX-D_OH-R_AK-R_ME-R_MI-D,IA TX MI,OH AK ME,3,0,0,0,0,-0.143383,,,
60,IA-D_TX-D_OH-R_AK-R_ME-R_MI-R,IA TX,OH AK ME MI,2,0,0,0,0,-0.958918,,,
60,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,IA OH AK ME MI,TX,5,0,0,0,0,-0.041082,,,
60,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,IA OH AK ME,TX MI,4,0,0,0,0,-0.856617,,,
60,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,IA OH AK MI,TX ME,4,0,0,0,0,-0.60095,,,
60,IA-D_TX-R_OH-D_AK-D_ME-R_MI-R,IA OH AK,TX ME MI,3,0,0,0,0,-1.416484,,,
60,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,IA OH ME MI,TX AK,4,0,0,0,0,0.425133,,,
60,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,IA OH ME,TX AK MI,3,0,0,0,0,-0.390402,,,
60,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,IA OH MI,TX AK ME,3,0,0,0,0,-0.134735,,,
60,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,IA OH,TX AK ME MI,2,0,0,0,0,-0.950269,,,
60,IA-D_TX-R_OH-R_AK-D_ME-D_MI-D,IA AK ME MI,TX OH,4,0,0,0,0,-0.090813,,,
60,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,IA AK ME,TX OH MI,3,0,0,0,0,-0.906347,,,
60,IA-D_TX-R_OH-R_AK-D_ME-R_MI-D,IA AK MI,TX OH ME,3,0,0,0,0,-0.65068,,,
60,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,IA AK,TX OH ME MI,2,0,0,0,0,-1.466215,,,
60,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,IA ME MI,TX OH AK,3,0,0,0,0,0.375402,,,
60,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,IA ME,TX OH AK MI,2,0,0,0,0,-0.440132,,,
60,IA-D_TX-R_OH-R_AK-R_ME-R_MI-D,IA MI,TX OH AK ME,2,0,0,0,0,-0.184465,,,
60,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,IA,TX OH AK ME MI,1,0,0,0,0,-1,,,
60,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,TX OH AK ME MI,IA,5,0,0,0,0,1,,,
60,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,TX OH AK ME,IA MI,4,0,0,0,0,0.184465,,,
60,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,TX OH AK MI,IA ME,4,0,0,0,0,0.440132,,,
60,IA-R_TX-D_OH-D_AK-D_ME-R_MI-R,TX OH AK,IA ME MI,3,0,0,0,0,-0.375402,,,
60,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,TX OH ME MI,IA AK,4,0,0,0,0,1.466215,,,
60,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,TX OH ME,IA AK MI,3,0,0,0,0,0.65068,,,
60,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,TX OH MI,IA AK ME,3,0,0,0,0,0.906347,,,
60,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,TX OH,IA AK ME MI,2,0,0,0,0,0.090813,,,
60,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,TX AK ME MI,IA OH,4,0,0,0,0,0.950269,,,
60,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,TX AK ME,IA OH MI,3,0,0,0,0,0.134735,,,
60,IA-R_TX-D_OH-R_AK-D_ME-R_MI-D,TX AK MI,IA OH ME,3,0,0,0,0,0.390402,,,
60,IA-R_TX-D_OH-R_AK-D_ME-R_MI-R,TX AK,IA OH ME MI,2,0,0,0,0,-0.425133,,,
60,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,TX ME MI,IA OH AK,3,0,0,0,0,1.416484,,,
60,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,TX ME,IA OH AK MI,2,0,0,0,0,0.60095,,,
60,IA-R_TX-D_OH-R_AK-R_ME-R_MI-D,TX MI,IA OH AK ME,2,0,0,0,0,0.856617,,,
60,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,TX,IA OH AK ME MI,1,0,0,0,0,0.041082,,,
60,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,OH AK ME MI,IA TX,4,0,0,0,0,0.958918,,,
60,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,OH AK ME,IA TX MI,3,0,0,0,0,0.143383,,,
60,IA-R_TX-R_OH-D_AK-D_ME-R_MI-D,OH AK MI,IA TX ME,3,0,0,0,0,0.39905,,,
60,IA-R_TX-R_OH-D_AK-D_ME-R_MI-R,OH AK,IA TX ME MI,2,0,0,0,0,-0.416484,,,
60,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,OH ME MI,IA TX AK,3,0,0,0,0,1.425133,,,
60,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,OH ME,IA TX AK MI,2,0,0,0,0,0.609598,,,
60,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,OH MI,IA TX AK ME,2,0,0,0,0,0.865265,,,
60,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,OH,IA TX AK ME MI,1,0,0,0,0,0.049731,,,
60,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,AK ME MI,IA TX OH,3,0,0,0,0,0.909187,,,
60,IA-R_TX-R_OH-R_AK-D_ME-D_MI-R,AK ME,IA TX OH MI,2,0,0,0,0,0.093653,,,
60,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,AK MI,IA TX OH ME,2,0,0,0,0,0.34932,,,
