sim_id,weight,democratic_house_seats,democratic_aligned_senate_seats,six_state_combo,overall_dem_to_gop_percentile,house_vs_senate_tilt_percentile,conventionality_score
1446,0.000023689266,207,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,89.593,13.307,1.375402
1447,0.000102103352,218,50,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,74.8,24.95,0.416484
1448,0.000642035809,220,52,IA-R_TX-D_OH-R_AK-D_ME-D_MI-D,57.435,7.425,0.950269
1449,0.000048232545,213,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,95.25,78.179,0
1450,0.000090404577,230,51,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,51.724,43.541,0.466215
1451,0.000200618551,241,53,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,21.508,41.208,-0.041082
1452,0.000018274969,208,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,98.575,89.069,0.815535
1453,0.000300574475,250,55,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,6.568,33.354,0
1454,0.000117640109,214,47,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,92.326,66.224,0.041082
1455,0.00034767481,236,51,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,42.393,62.82,0.906347
1456,0.000030991639,210,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,94.226,54.814,0.559868
1457,0.00007834073,223,51,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,61.892,22.827,1.425133
1458,0.000159271965,243,52,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,25.749,65.49,-0.041082
1459,0.000048232545,213,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,95.25,78.179,0
1460,0.000027676019,212,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,85.9,24.501,0.609598
1461,0.000037107557,217,52,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,62.095,4.468,-0.906347
1462,0.00001826505,196,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.734,78.957,0
1463,0.000114428864,259,53,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,7.575,86.703,-0.041082
1464,0.000048232545,210,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,96.192,71.198,0
1465,0.000308122779,236,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,27.148,26.568,0
1466,0.000210133679,227,52,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,47.75,18.431,0.416484
1467,0.000182454077,231,52,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,41.315,28.886,-0.041082
1468,0.000054148839,250,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,17.179,81.56,0.466215
1469,0.000165444654,252,52,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,14.897,84.876,1
1470,0.00001826505,198,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.044,53.771,0
1471,0.000048232545,213,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,95.25,78.179,0
1472,0.000275940637,225,54,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,33.023,1.948,-0.041082
1473,0.000213423408,242,52,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,26.815,63.205,-0.815535
1474,0.00001826505,194,42,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.897,85.646,0
1475,0.000054148839,269,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,6.006,98.241,0.466215
1476,0.00001826505,200,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.618,85.909,0
1477,0.000300574475,269,56,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,1.221,72.407,0
1478,0.000073552861,256,52,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,12.264,90.65,1.466215
1479,0.00001826505,191,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.714,49.969,0
1480,0.000068205736,255,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,9.658,79.957,0.466215
1481,0.00001826505,205,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.929,84.561,0
1482,0.000058188523,226,49,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,71.97,67.015,0.375402
1483,0.000308122779,231,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,32.801,14.542,0
1484,0.000048232545,213,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,96.889,87.977,0
1485,0.000120357333,231,50,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,57.953,64.577,0.143383
1486,0.000061393006,228,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,62.487,56.213,1.466215
1487,0.000332278678,234,52,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,36.491,37.32,1
1488,0.000034968778,221,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,77.122,52.339,0.609598
1489,0.000033227497,207,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,95.351,44.921,0
1490,0.000034968778,224,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,74.305,61.807,0.609598
1491,0.000215366996,262,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,4.328,82.037,0
1492,0.00001826505,192,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.675,53.235,0
1493,0.000200618551,249,53,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,12.996,65.915,-0.041082
1494,0.000068205736,268,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,4.189,95.771,0.466215
1495,0.000006451318,197,44,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,99.497,67.757,0.559868
1496,0.000073552861,255,52,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,12.8,89.33,1.466215
1497,0.000028625109,210,45,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,97.544,83.255,0.090813
1498,0.000182454077,232,52,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,39.657,32.234,-0.041082
1499,0.000122800699,233,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,47.226,53.5,1.466215
1500,0.00001826505,208,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,96.741,65.718,0
1501,0.000159271965,246,52,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,22.528,73.588,-0.041082
1502,0.000033227497,208,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,94.953,48.099,0
1503,0.000058862364,240,51,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,36.041,73.16,0.425133
1504,0.00001826505,201,41,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.883,97.217,0
1505,0.000057673618,220,51,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,66.125,15.805,0.425133
1506,0.000048232545,210,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,97.544,83.255,0
1507,0.000039179344,225,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,84.518,88.317,1.375402
1508,0.00002135053,212,43,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,98.808,96.982,0.049731
1509,0.000068168412,221,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,82.961,69.221,0.049731
1510,0.000037105826,213,49,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,85.003,27.287,0.65068
1511,0.000061393006,229,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,61.4,59.131,1.466215
1512,0.000037105826,217,49,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,81.262,38.796,0.65068
1513,0.00016447541,227,54,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,30.804,3.179,0.466215
1514,0.000013229297,209,53,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,64.851,0.32,-0.093653
1515,0.000132736796,218,49,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,80.119,42.421,0.090813
1516,0.000365359153,242,53,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,20.334,44.671,1
1517,0.000118795672,230,50,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,59.751,62.352,-0.815535
1518,0.00001826505,196,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.634,29.172,0
1519,0.000078399226,212,49,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,85.9,24.501,0.865265
1520,0.000043049238,216,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,87.157,55.259,0.559868
1521,0.000038962062,215,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,48.228,0.326,0
1522,0.000115751756,230,49,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,67.785,77.014,0.049731
1523,0.000176214151,229,51,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,53.228,39.848,0.958918
1524,0.000043049238,215,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,87.997,51.866,0.559868
1525,0.000002300094,205,51,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,81.718,1.222,0.425133
1526,0.000081706293,229,46,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,86.134,96.673,0.041082
1527,0.000021525073,224,45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,93.057,97.078,0.559868
1528,0.000367284627,219,51,IA-D_TX-R_OH-D_AK-D_ME-R_MI-D,67.277,13.853,-0.60095
1529,0.000048232545,217,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,93.56,85.016,0
1530,0.000061359686,219,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-R,73.527,27.716,0.65068
1531,0.000095442627,220,50,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,72.412,31.009,-0.134735
1532,0.000053951849,216,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,87.157,55.259,0.049731
1533,0.000034968778,224,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,74.305,61.807,0.609598
1534,0.000048232545,210,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,96.192,71.198,0
1535,0.000053537139,231,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,57.953,64.577,1.425133
1536,0.000048232545,210,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,96.192,71.198,0
1537,0.000057673618,226,51,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,57.098,31.54,0.425133
1538,0.000163409136,213,48,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,89.413,45.279,0.041082
1539,0.00002668045,214,50,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,78.405,15.568,0.425133
1540,0.00003011484,230,49,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,67.785,77.014,0.425133
1541,0.000024077467,223,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,80.799,74.524,0.609598
1542,0.000017333644,220,47,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,88.462,80.147,0.609598
1543,0.000054422449,218,48,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,85.545,61.302,1.375402
1544,0.000045782145,231,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,78.533,94.418,0.559868
1545,0.000034987768,225,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,73.138,64.227,1.425133
1546,0.00003324554,208,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,94.953,48.099,0.815535
1547,0.000064596132,214,47,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,92.326,66.224,-1
1548,0.000069748278,214,47,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,92.326,66.224,0.909187
1549,0.000048589458,217,50,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,75.713,22.482,1.466215
1550,0.000184157011,217,50,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,75.713,22.482,0.909187
1551,0.000034987768,222,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,76.234,55.683,1.425133
1552,0.000033692577,219,50,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,73.527,27.716,-0.390402
1553,0.00001253734,259,45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,60.363,99.933,1.375402
1554,0.000102098231,265,49,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,20.824,99.765,-0.865265
1555,0.000048258737,214,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,98.561,97.628,0.815535
1556,0.000284048148,223,52,IA-R_TX-D_OH-D_AK-D_ME-D_MI-R,53.612,10.727,0.184465
1557,0.000027676019,216,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,82.348,36.242,0.609598
1558,0.000105913291,221,49,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,77.122,52.339,0.60095
1559,0.000108752409,231,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,41.315,28.886,0.466215
1560,0.000008085174,207,46,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,96.953,63.371,0.049731
1561,0.000502303228,240,51,IA-D_TX-D_OH-D_AK-D_ME-R_MI-R,36.041,73.16,-1.375402
1562,0.000308122779,239,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,23.945,35.244,0
1563,0.000011742512,208,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,94.953,48.099,1.375402
1564,0.00001826505,206,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.156,75.606,0
1565,0.00001826505,199,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.354,72.906,0
1566,0.00017984621,242,51,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,33.344,77.667,0.958918
1567,0.000017036006,211,45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,97.358,84.734,0.559868
1568,0.0004325426,239,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,16.618,19.11,0
1569,0.000006451318,205,46,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,97.423,57.318,0.559868
1570,0.000136984251,231,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,32.801,14.542,0.466215
1571,0.000010480556,206,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,90.207,11.506,0.609598
1572,0.00001826505,195,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.764,26.36,0
1573,0.000167865514,249,54,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,9.788,48.215,0.466215
1574,0.00002668045,217,50,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,75.713,22.482,0.425133
1575,0.000030991639,213,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,92.827,63.615,0.559868
1576,0.00156457346,230,52,IA-D_TX-D_OH-R_AK-D_ME-R_MI-D,42.988,25.947,-0.609598
1577,0.000006451318,208,44,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,98.575,89.069,0.559868
1578,0.000203219804,233,50,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,55.33,69.941,0.906347
1579,0.000092410749,233,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,63.506,82.543,1.375402
1580,0.00012042269,233,50,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,55.33,69.941,0.958918
1581,0.00085299438,241,54,IA-D_TX-D_OH-R_AK-D_ME-D_MI-D,14.475,23.941,-0.049731
1582,0.000062252498,217,49,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,81.262,38.796,0.143383
1583,0.000178282085,244,51,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,31.081,81.336,0.416484
1584,0.000031692394,214,48,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,88.771,48.463,-0.440132
1585,0.000007541127,213,46,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,95.25,78.179,0.609598
1586,0.000027676019,215,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,83.282,33.542,0.609598
1587,0.00001826505,174,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.988,17.361,0
1588,0.000011736139,205,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,95.995,37.855,0.559868
1589,0.000011736139,204,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,96.287,35.467,0.559868
1590,0.000141550343,248,50,IA-R_TX-D_OH-R_AK-R_ME-D_MI-D,33.132,94.068,1.416484
1591,0.000255954522,238,51,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,39.037,67.945,-0.093653
1592,0.000071401523,203,49,IA-R_TX-D_OH-R_AK-D_ME-D_MI-R,92.069,8.003,0.134735
1593,0.000117164461,229,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,35.6,10.928,0.466215
1594,0.00001826505,200,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.862,60.185,0
1595,0.000045791031,222,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,70.439,36.587,1.425133
1596,0.000215366996,255,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,6.824,66.442,0
1597,0.000062556279,217,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,81.262,38.796,1.375402
1598,0.000208393654,270,53,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,3.517,96.713,1
1599,0.0004325426,236,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,20.624,13.174,0
1600,0.000030991639,210,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,94.226,54.814,0.559868
1601,0.000107197981,244,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,31.081,81.336,1.466215
1602,0.000071251131,234,45,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,86.802,99.258,0
1603,0.000062556279,212,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,85.9,24.501,1.375402
1604,0.000068168412,227,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,76.781,82.242,0.049731
1605,0.00001826505,190,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.873,64.401,0
1606,0.000081114856,232,52,IA-D_TX-R_OH-D_AK-R_ME-D_MI-D,39.657,32.234,0.425133
1607,0.000033692577,218,50,IA-D_TX-R_OH-D_AK-R_ME-D_MI-R,74.8,24.95,-0.390402
1608,0.000079040149,218,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,80.119,42.421,1.375402
1609,0.000300574475,267,56,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,1.464,67.194,0
1610,0.000153417206,262,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,6.434,90.858,0
1611,0.000053951849,212,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,90.03,42.043,0.049731
1612,0.000017036006,213,45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,96.889,87.977,0.559868
1613,0.000200618551,246,53,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,15.234,57.58,-0.041082
1614,0.00001826505,200,43,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.618,85.909,0
1615,0.000197364984,215,47,IA-R_TX-R_OH-R_AK-D_ME-R_MI-R,91.817,68.909,-0.466215
1616,0.000030991639,210,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,94.226,54.814,0.559868
1617,0.000163286238,222,51,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,63.012,20.367,-0.134735
1618,0.000053537139,238,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,48.413,81.042,1.425133
1619,0.000072925296,225,49,IA-D_TX-R_OH-D_AK-R_ME-R_MI-D,73.138,64.227,-0.134735
1620,0.000136984251,232,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,31.642,16.459,0.466215
1621,0.000482140448,244,52,IA-D_TX-D_OH-R_AK-D_ME-D_MI-R,24.782,68.386,-0.865265
1622,0.000048232545,213,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,95.25,78.179,0
1623,0.00006820543,223,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-D,80.799,74.524,0.865265
1624,0.000024077467,219,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,84.715,63.875,0.609598
1625,0.000057905953,225,49,IA-D_TX-R_OH-D_AK-D_ME-D_MI-R,73.138,64.227,-0.856617
1626,0.00001826505,194,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.627,59.465,0
1627,0.000042452747,253,48,IA-R_TX-D_OH-R_AK-R_ME-D_MI-R,43.558,99.399,0.60095
1628,0.000106855382,232,48,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,71.739,89.823,0.090813
1629,0.000094240175,219,52,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,59.016,6.352,1.425133
1630,0.000180146242,231,48,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,72.861,88.545,0.815535
1631,0.00001826505,195,46,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.764,26.36,0
1632,0.00001826505,194,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.627,59.465,0
1633,0.000017430322,209,49,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,88.203,17.305,-0.440132
1634,0.000102103352,228,50,IA-D_TX-D_OH-R_AK-R_ME-D_MI-D,62.487,56.213,0.416484
1635,0.000033227497,205,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,95.995,37.855,0
1636,0.00013362845,260,55,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,3.167,64.034,0.466215
1637,0.000215366996,253,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,7.692,61.047,0
1638,0.000017036006,215,45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,96.404,90.577,0.559868
1639,0.000077282277,220,51,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,66.125,15.805,-0.34932
1640,0.00002135053,210,46,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,96.192,71.198,0.049731
1641,0.000106855382,232,48,IA-R_TX-D_OH-D_AK-R_ME-R_MI-R,71.739,89.823,0.090813
1642,0.000058188523,222,49,IA-D_TX-R_OH-R_AK-R_ME-D_MI-D,76.234,55.683,0.375402
1643,0.000034968778,224,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,74.305,61.807,0.609598
1644,0.000030991639,213,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,92.827,63.615,0.559868
1645,0.000068168412,223,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,80.799,74.524,0.049731
1646,0.000308122779,234,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,29.318,21.466,0
1647,0.000048232545,212,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,98.115,93.445,0
1648,0.000290060266,244,52,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,24.782,68.386,1
1649,0.000177787375,228,49,IA-R_TX-R_OH-R_AK-D_ME-D_MI-D,70.086,72.247,0.909187
1650,0.000484720401,223,50,IA-D_TX-R_OH-R_AK-D_ME-R_MI-R,69.564,39.302,-1.466215
1651,0.000023689266,209,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,88.203,17.305,1.375402
1652,0.000215250108,252,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-R,8.141,58.093,-0.815535
1653,0.000120357333,237,50,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,49.947,79.084,0.143383
1654,0.000023689266,203,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,92.069,8.003,1.375402
1655,0.000268973549,240,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,22.805,37.67,0
1656,0.00001826505,197,44,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,99.497,67.757,0
1657,0.000284202395,219,52,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,59.016,6.352,1
1658,0.0000877439,213,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,92.827,63.615,0
1659,0.00000873085,209,51,IA-D_TX-D_OH-D_AK-R_ME-R_MI-D,77.575,2.876,-0.093653
1660,0.000072373669,215,48,IA-R_TX-D_OH-D_AK-R_ME-R_MI-D,87.997,51.866,0.906347
1661,0.000058156942,219,49,IA-D_TX-R_OH-R_AK-R_ME-D_MI-R,79.012,45.799,-0.440132
1662,0.000036241284,217,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,75.713,22.482,1.425133
1663,0.000117164461,228,53,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,36.826,9.837,0.466215
1664,0.000135500865,214,50,IA-D_TX-R_OH-R_AK-D_ME-D_MI-R,78.405,15.568,-0.906347
1665,0.000062556279,210,49,IA-R_TX-R_OH-R_AK-R_ME-D_MI-D,87.449,19.708,1.375402
1666,0.000284202395,228,52,IA-R_TX-D_OH-D_AK-D_ME-D_MI-D,46.015,20.982,1
1667,0.00034658011,223,48,IA-R_TX-R_OH-R_AK-D_ME-R_MI-D,80.799,74.524,0.34932
1668,0.000013446537,197,46,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,98.539,32.691,-1
1669,0.000022795357,260,47,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,41.923,99.887,0.559868
1670,0.000006451318,194,45,IA-R_TX-R_OH-R_AK-R_ME-D_MI-R,99.298,40.126,0.559868
1671,0.000300574475,273,55,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,1.397,89.942,0
1672,0.000020430878,206,48,IA-R_TX-R_OH-D_AK-R_ME-R_MI-R,93.444,24.204,0.049731
1673,0.000108693385,237,52,IA-D_TX-D_OH-D_AK-R_ME-D_MI-R,32.462,47.339,-0.34932
1674,0.000017690919,243,47,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,66.306,98.824,0.609598
1675,0.000070443259,215,51,IA-R_TX-D_OH-D_AK-D_ME-R_MI-D,71.626,8.117,0.440132
1676,0.000019056097,213,48,IA-R_TX-R_OH-D_AK-R_ME-D_MI-R,89.413,45.279,0.609598
1677,0.000241394805,235,48,IA-R_TX-D_OH-R_AK-R_ME-R_MI-R,69.081,93.1,0.041082
1678,0.000033227497,208,47,IA-R_TX-R_OH-R_AK-R_ME-R_MI-R,94.953,48.099,0
1679,0.000102943235,219,50,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,73.527,27.716,0.143383
1680,0.000072885717,228,49,IA-D_TX-R_OH-D_AK-R_ME-R_MI-R,70.086,72.247,-0.950269
1681,0.000034987768,223,49,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,75.39,58.629,1.425133
1682,0.000053537139,235,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,52.794,75.16,1.425133
1683,0.000105033079,218,51,IA-R_TX-D_OH-D_AK-R_ME-D_MI-D,68.726,12.143,1.466215
1684,0.000159271965,241,52,IA-D_TX-R_OH-D_AK-D_ME-D_MI-D,27.973,60.339,-0.041082
1685,0.000018557889,211,51,IA-R_TX-R_OH-D_AK-D_ME-D_MI-D,75.876,4.446,0.958918
1686,0.000026656641,260,50,IA-R_TX-R_OH-D_AK-R_ME-D_MI-D,19.84,98.715,1.425133
1687,0.000046180041,197,48,IA-R_TX-R_OH-R_AK-R_ME-R_MI-D,96.591,7.843,0.815535
1688,0.000215366996,252,54,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,8.141,58.093,0
1689,0.000268973549,242,53,IA-D_TX-D_OH-D_AK-D_ME-D_MI-D,20.334,44.671,0
1690,0.000064596132,211,47,IA-D_TX-R_OH-R_AK-R_ME-R_MI-R,93.704,57.922,-1
1691,0.000078918021,244,51,IA-D_TX-D_OH-D_AK-R_ME-D_MI-D,31.081,81.336,0.466215
1692,0.000081474362,212,50,IA-R_TX-R_OH-D_AK-D_ME-D_MI-R,80.435,11.74,0.143383
